,title
12549,僕の世界は厨二病　～厨二病でも真っ当な社会人として生きていきたい。が無理のようです～
12550,私と義姉で嫁との歪な生活
12551,『眠り姫』にまつわる物語
12552,昔の話
12553,Remembers- edition 「youji」
12554,ウブな僕が惑星間戦争に巻き込まれたけどのんきに僻地で輸送船狩りをしています
12555,パンデミック・ウォー
12556,神無月の守護者
12557,AYA
12558,休国の変
12559,異世界はOKAMAの夢をみるのか
12560,甘えん坊幼馴染と過ごすイチャイチャ大学生活
12561,無垢なる地平線
12562,プロ意識
12563,昔からある駄菓子屋のおばあちゃんは女スパイ！
12564,即死能力持ちの俺が平和な国を作ってしまった件
12565,八月の出来事Ｂ面
12566,ギャンブルの温床
12567,ロゥベイト・スカープ
12568,マジックの種は夢の中で in 僕の一日日記
12569,タイムトラベラー
12570,星屑拾いのコブラ　第１章「夢迷いしアリエス王国」
12571,I'm Liar
12572,殺さず勇者　人畜無害のタテヤマくん
12573,続・街角探偵は語らない
12574,TSリリー・オンライン 〜ゲームで女の子になってしまった僕は、不人気ジョブ『テイマー』でモンスター擬人化女子たちと百合百合しながらハーレム王に成り上がる！〜
12575,バーテンダーは名探偵？
12576,鵺栖町あやかし譚
12577,それでも、彼は憧れる
12578,憑訳者は耳が聞こえない
12579,桜の花びらが降る、その頃に
12580,140文字のショートショート　2020/04/04〜2020/04/09
12581,創作雑記
12582,異なる世界？　ただの別の惑星じゃないの？
12583,限りなく透明に近い白い人になる《循環愛》《人生のパスポート》『Passport・New《愛》』 　　　　　　　　　　　　　　　　　　　　　　ーGate to justice　　公正への門ー
12584,グローバル・OEDO　〜江戸幕府鎖国せず〜
12585,メカゲーム世界に転生して最強ロボ無双～アルティマビルド～
12586,次なる戦争・尖閣侵攻2021――日本国自衛隊vs中国人民解放軍――
12587,ゲーム内に転生できる最新RPGエロゲーを買ったものの名前が決められない件
12588,プソイド・カライド
12589,のんびり願望の最強砲撃手の奥さんはゾンビ施術師
12590,私はアイテム
12591,ダービーへの執念
12592,双子の魔王ってありですか？
12593,Angel fall
12594,リベリオンズジョーカー
12595,4月12日の糞みたいな気分を忘れないために
12596,バイテク量子ＡＩ／バイテク社会
12597,妄想全開で創ったキャラクターにログインしたら、ログアウト出来なくなった件～ワールドクロスオンライン～
12598,こちら、元魔王のJKです　～とりあえず邪魔者全員に復讐したいと思います～
12599,わたしたちは理解しあえる（修正版）
12600,クローズド・サークル
12601,新しい生活
12602,銀河帝国衰亡史～銀河を駆ける三連星～
12603,幽体離脱失敗して
12604,アンドロイドとある女の話
12605,幸福値
12606,〇〇戦争
12607,星が墜ちた夜から
12608,手を切って足を買う
12609,「三密」を避ける為に、司会者の自宅で撮影しております
12610,島の習わし
12611,崩落都市Global外伝・ユウタの章
12612,雨森照子のいる世界
12613,いじられる
12614,黒のメイド
12615,『保管』で始める世界征服
12616,異世界勇者は今日も聖剣をぶん投げる
12617,歌洗う姫と物怪の少将
12618,うなぎ大王
12619,花霞の彩《いろ》
12620,自由ノ世界
12621,トオルの疑問
12622,二宮浩太郎の独断推理ノート 〜高校生探偵の追究〜
12623,昭和の初期に戻りたい
12624,糖質になったときの記録:鹿屋コロコロ含み笑いなっはっはた
12625,竜使いの巫女
12626,視覚透過装置
12627,サロメ
12628,ナイトメアハッピードリーム〜シェフの気まぐれ悪役令嬢を添えて〜
12629,ミゼット：サイバネティック／リンケージ
12630,東方豪異録〜2話〜
12631,黒泡の殺人
12632,脳内ネット環境
12633,秀頼と千
12634,お坊ちゃま探偵　花房あきら君
12635,メテオサイド　断罪の巨神と宿命の宙域
12636,合法ロリの女神の下に転生してそのままチートバフをもらう話
12637,ARiA
12638,なんでも屋の店員ですが、正直もう辞めたいです　〜釣り好き男は変人たちに愛される〜
12639,魔道の才、トール
12640,おかたづけはボタンひとつで
12641,不完全な完全犯罪・瑞穂の叔父の事件簿
12642,デカメロンの日
12643,頭痛刑事とヤンデレ婦警の恋と推理の殺人捜査！
12644,６月のオラシオン
12645, csak próba
12646,捨心の道　～武の深奥へ～
12647,被検体D
12648,取り戻された日常
12649,うちの村は呪術師に支配されている
12650,いずれ灰なる永遠よ
12651,140文字のショートショート　2020/04/10～2020/04/15
12652,メンクイ
12653,ジョージ・ガーデニアと時の宝玉(下)
12654,ＮＩＧＨＴ　ＥＡＧＬＥ　ＤＥＩＴＹ　ＣＨＡＰＴＥＲ４　「東暦」
12655,鋼鉄料理人　ビストロン
12656,狂ってる
12657,タマノのイチブ
12658,名前のない教団
12659,超能力犯罪集団vs地域猫活動団体
12660,「オダイカンサマには敵うまい！」拍手の中身
12661,神様になったワイ
12662,AIに恋した男ーＶＲＭＭＯでＮＰＣに恋をしたー
12663,"「ネタバレクイズ『結末を見破れ！』」75,211再生"
12664,四ツ葉の魔法少女☆ハルカ＝ネオランド
12665,証明写真をご提示ください
12666,ゲラ・ウイルス
12667,ある日僕らは異能力を与えられて戦った
12668,幻想蒸奇譚シャーロック─未熟な名探偵と鉄腕の帰還兵─
12669,＃濡れ衣  ＃炎上  ＃ウェディングプランナー　〜けれどその火は、消えることなく〜
12670,こしぬけ侍
12671,東方伝奇ー 平凡な元リーマンが異国のツンデレ暗殺者と紡ぐ絆の物語
12672,殺意の論理パズル
12673,渡る戦場は女児ばかり
12674,万が一の時
12675,人工知能のディストピア
12676,タイムスリップ
12677,河原の白鷺
12678,荒〇行動プロの俺が異世界に転生して無双する話
12679,阿修羅姫　まかり通る
12680,これぞほんとの量産型製造計画
12681,月から来た災厄
12682,妹のためならば、僕は何だってできる！！　～双子の妹の果たせなかった願いを、この僕が代わりに実現してみせる～
12683,シャルタット
12684,魔槍グルトル
12685,デバッグは墜落ログインで‼ ~俺たちの夢のためになら命懸けでデバックしてやる~
12686,レアジョブ【精霊騎士】の俺、突然【勇者パーティ】を追放されたので【へっぽこ幼女魔王さま】とスローライフします
12687,先島諸島防衛作戦　自衛隊ＶＳ中国軍
12688,ユメモノガタリ～2～
12689,感染者から強制的にスマホを取り上げるべし。
12690,男の娘って何ですか？
12691,ReSTART!!〜中学生に転生して無双した事案についての報告書〜
12692,俺たちのエクスコード　貧乏高校生の俺、女社長と手を組んでVRゲームで世界最強目指します
12693,淡路かおる追憶抄
12694,オフサイド
12695,最強騎士が導く、最弱少女の成り上がり譚〜騎士団追放、そして〜
12696,翔太のアルバイト　/　『嗤う田中』シリーズ
12697,久遠の海へー最期の戦線ー
12698,落城
12699,ロンドンの疾風ーメッセンジャーボーイの謎解きー
12700,心夢見て宇宙《そら》を翔《ゆ》く
12701,日本列島、時震により転移す
12702,魔導士の空戦機動（マニューバ）  ～巫女と始める最強剣術～
12703,婚約破棄後のざまぁ展開？……か～ら～の～。
12704,Claire
12705,星の里
12706,ポケットにマスクを　探偵宇藤木海彦のケースブック②
12707,鼻くそ大魔神
12708,ＮＩＧＨＴ　ＥＡＧＬＥ　ＤＥＩＴＹ　ＣＨＡＰＴＥＲ５　「転生」
12709,介護が大変な認知症患者は赤ちゃんに再変態させるべきか？（『忖度なし！　いきいきかいごの欄2084』より）
12710,言葉狩り
12711,必要性
12712,炭都
12713,再び失なわれた日常
12714,知らなきゃ損する！1分でコロナに勝つ！ためのマネーの勉強・・・戦後最大の危機…コロナ大恐慌を乗り越えろ！
12715,データベース
12716,整った世界で
12717,兄貴とたけし
12718,ペパーミント・マイ・シスター　―姉で、妹で、恋人で？？―
12719,■機械生命（１９９４年）未完■●●編集中です
12720,元興寺の鬼（未完）●●編集中です
12721,五十嵐警部シリーズ清水寺殺人事件
12722,■「夢千代」未完●●編集中です
12723,速達配達人 ポストアタッカー ３ 〜外伝 大人は全部クソ野郎、サトミ11歳〜
12724,ナメクジ
12725,リスキーゲームと馬鹿力
12726,地球外生命体理論はいつまで続く？
12727,パッチワーク・フロンティア～俺が作った乙女ゲーの悪役令嬢に転生してしまったので、ロボットを作って操縦して無双したい～
12728,ウソつき勇者とニセもの聖女
12729,人類生存シミュレータ
12730,間違った家に強盗に入ってしまった
12731,僕一人、宇宙船にて。
12732,名も無き兵士
12733,Train  Train
12734,宝玉島の殺人～探偵は無力なり～
12735,クラスの女子全員＋俺だけの異世界帰還
12736,魔王の子に転生したので、とりあえず魔剣と魔族ライフを送ってみた
12737,休憩行ってきます
12738,星空（うちゅう）から来た〝先生〟
12739,死血月《しちがつ》
12740,いつか飛び立つその日まで
12741,ローラ　かぐや姫伝説
12742,人造の哀憫
12743,常世と現世と月結び〜もふもふ美男子と、同居生活をはじめます〜
12744,マカロニウエスタン・エクソシスト
12745,新列島改造論
12746,セラス＝ファラエルは救う天使で、彼女は嘘つきではない。
12747,スペア
12748,想妖匣-ソウヨウハコ-
12749,地球に残された囚人
12750,根暗男の迎春誌
12751,「貴方は神を信じますか？」
12752,巻き込まれ召喚された上、性別を間違えられたのでそのまま暮らすことにしました。
12753,七条大橋の魔女　～素人探偵・鴨川浮音あらわる～
12754,仮想と現実の狭間に揺らぐ
12755,僕1人しかいない世界
12756,とある少女の悪魔召喚録  ～愛する人が魔界の契約に縛られていた件～
12757,稲荷様は平穏に暮らしたい
12758,天空の要塞  バルカ戦記
12759,僕の体から取れる金粉。
12760,寂しくない
12761,犯罪心理学者は何をやっているのか！？全てを暴く衝撃の手法とは！
12762,最後の花が散るまでは
12763,夜明けに微睡むヴァンパイア～♪
12764,影裏案件　－凍り鬼―
12765,三国志 文官噺 ～瞳の奥の天地～ 人の本質を見通す異能を持った文官の生涯
12766,Anemone
12767,痛みを感じない少年
12768,ヒトノインターネット
12769,リア充が爆発する時
12770,AIでも恋をしていいですか
12771,Just V！　～このたび、可愛さ全振りの俺が攻撃力全振りのおばあちゃんと年の差コンビを組むことになりました～
12772,FIORI    －四アわ世　ヲ　羽コぶも之－
12773,穴と鏡
12774,折れた割り箸
12775,フィクション
12776,時間を巻き戻せるんだよね、、
12777,幽霊は空を飛べない
12778,サイバースペースとパワードスーツの魔法剣士
12779,MOD仕掛けのニューロマンス～追放された弟子を強くするそうです！～
12780,事実改変可能な世界、インビジブル　ワールド
12781,私は他の人とは違う！
12782,おむすびころりん（改）
12783,天才推理少年　恵太郎の謎解き―老教授密室殺人事件―
12784,未来人
12785,1分でコロナに負けない！マネーのしくみ「国債で給付金も補償も消費税ゼロも実現しよう！」
12786,未来は変えられる……貴方の力で……
12787,コロナ危機から５０年後
12788,桜の笑顔を知ってしまったから
12789,シンパシーの行方
12790,受賞作にして、未書籍化。全編改稿するから書籍化をしてくれませんか？とは言えないし、でも改稿もしたいし、続編も書きたいので、自分とファンを奮い立たせるような短編を書いてみた。
12791,災禍
12792,ブラコン妹は、お兄ちゃんの真似をしてVRMMOを始めてみた
12793,←2020
12794,戦場でのおにロリ
12795,第七回星新一賞学生部門応募作品「AIコロニー」
12796,Mebius World Online　〜とある幼聖教団の行動録〜
12797,見知らぬ今日
12798,四百年の封印から目覚めた魔王は、勇者の子孫に「世界を救って」と頼まれた
12799,日出処の転生者
12800,私と一緒に探し物を探してほしいの？
12801,五月の青龍  明智光秀が堀秀政に転生したので秀吉が死ぬのを待って平らかな世を作ります
12802,ココロ、ウバワレ
12803,ギャルの子育てオンライン～不人気ジョブ『テイマー』で『ゲーム初心者』なウチだけど、リアル育児スキルに極振りな『おギャル』なので最強向かって成り上がる～
12804,天孫来航
12805,リベンジ
12806,~緊急事態宣言　首都閉鎖~　それでも俺は出社する
12807,鈴谷君のお尻を拝む為に！
12808,仰せの通りに
12809,Lost Memory -君の記憶を消せたなら-
12810,世界を旅するゲームなのに始まりの国から出られないのですが？
12811,オール・アロング・ザ・ウォッチ・タワー
12812,銀河戦國史　（漂泊の星団と王国の巡察使）
12813,老人街(後編)
12814,MURDER BLOOD X ─ある殺人鬼の運命─
12815,未知の星
12816,死の博物館
12817,魔法少女には毒がある
12818,Solei.lune ソレイユリュンヌ 設定メモ(適当)
12819,道源寺教授の罪
12820,感謝
12821,個性派JK☆勢揃いっ！
12822,ガンカメラ
12823,異世界でお金を使わないといけません
12824,Ｅ.Ｓ.Ｐ.　≪Ｅ.xcess Ｓ.cenario Ｐ.layer≫
12825,Cube ＜喪失＞を回収せよ！
12826,あっかる～いデスゲーム
12827,ゲーム内を旅する少女
12828,４５億年の傀儡
12829,Vocal Doctor（ボーカルドクター：ボカド）新川かなでの診療録　　～白雪姫の病歴～
12830,No Mad Day's～滅びの世界で君は願う～
12831,僕らはみんな、ワンダラー
12832,『ブラックデビル』〜人類vs人間兵器〜
12833,スキル制MMOだけど“やきう“がしたい！
12834,限りなく「余命なし」に近い末期―Gate to paradise　楽園(ユートピア)への門― ーこの世のすべてを知っている方そして愛するものに捧げるー
12835,アイデンティティ
12836,ゆいかのモンスターはなんだかへんです！　〜ペットとなった廃ゲーマーは、主である少女にこのクソバグゲーをやらせた奴らに復讐しつつゲームクリアを陰からサポートします〜
12837,死について
12838,江戸っ子も嵌まった倒語
12839,～八年の歯車～今動き出す
12840,頼りになる両親の子供に転生させてくれとは言ったけどリスはねぇだろ～リスに転生した俺の使命はオヤジ越え～
12841,エスパー球技大会
12842,紅蓮の公爵令嬢
12843, 憧れのバリキャリな先輩が乙女回路を埋め込まれた現場にいた俺は、どうにかしてこの秘密を墓場まで持っていくか考えなければいけないと思う
12844,電子の兵法
12845,サムライ・チェリー・クイーン
12846,誰が為に虹は輝く
12847,タイムトラブル
12848,修羅場系パーティーに入った俺♀だったが、勇者とフラグの立たない男友達ポジションに落ち着く
12849,冷たい森で2170
12850,同級生にチートを与えて観察してみた
12851,世界を呪った天才エンジニア
12852,天才と言われたエンジニア
12853,キオクソウシツ
12854,魔女と呼ばれた聖女ですが、色々あって勇者になりました
12855,とある騎士達の、平和な休日
12856,渇望の酸　ポッゾ
12857,ともだちのいないトラ
12858,ぼくはポリゴン
12859,読書部の日常 ５
12860,World of Simulation 〜折りたたみ傘一本で世界を取り戻す〜
12861,銀幕紙芝居　〜猫たちの時間6〜
12862,チェンジ・ザ・ワールド　ディスイズアディストピア、ノットユートピア
12863,希望の万華鏡
12864,神を錬成する３つの条件
12865,「突然ですが君にはバトルトーナメントに出場してもらいます」と神はご機嫌なリズムで踊った。
12866, ◎UFOとは何なのか？ 〇UFOに搭乗する生命体の正体と、人類の未来への可能性
12867,真実と嘘　～朝、ロボットメイドに起こされるようになりました～
12868,悪夢の種
12869,ルービックキューブマンション！
12870,馴染みの剣鬼
12871,知己との遊戯
12872, XIIアース(トゥエルブアース)
12873,愛知、パチンコ店名の公表作戦
12874,炎上不可避の変
12875,東方二次創作　永遠の呪縛はいつか ～異変は起きたけど、中々起きないっ！？少女の願いは～
12876,死にたがりの自動人形
12877,海嘯
12878,俺の冒険者生活　～剣となった幼馴染みを携えて
12879,存在とはなんやねん？
12880,[ box ]　世界でいちばん大切な君へ
12881,彼は彼女を選ばない
12882,瀬戸内の勝負師
12883,人間×ドラゴンのハーフの少年、地球侵略ドラゴン達と戦う-ハーフドラゴンのスバルくんっ!-
12884,伝染病作戦
12885,隠しルートには行かないで
12886,鳴かぬなら！‐共律高校俳句部の事件簿‐
12887,幕末期福岡藩に於ける「三坂小兵衛（繁人）私情事件」に関する雑考と妄想
12888,空母「蒼龍」最後の戦い！
12889,北海道人民共和国人民陸軍の９７式中戦車
12890,オールマイティー女たちの冒険 惑星バセンジー
12891,新型コロナパンデミックの治療において『神の領域』は存在しない～遺伝子改造治療～あなたは究極の選択を迫られたとき人間であり続けますか？進化を選びますか？『倫理』『道徳』命の選択の時その言葉を使いますか？
12892,Okey Dokey!!!
12893,蒼翼のライ～美貌の元宇宙海賊は、旅行会社に就職してツアーコンダクターになりました～
12894,一大事！
12895,異世界で職業お兄ちゃんの俺による妹ハーレム？
12896,新鋭といえども弱点には勝てません
12897,日伊の島攻防戦
12898,紫電飛ぶ〜着陸失敗は嫌なので二段式引込み脚なんてやめちゃいます〜
12899,ラピスラズリの蛇
12900,華里
12901,カードゲームのススメ！！
12902,WORLD HEALTH ARMY —— 隔離スケッチ ——
12903,遺伝子分布論ZERO
12904,私立メタトロン学園～ああ平凡なり我が人生～
12905,inside
12906,「死せる戦士の園」の片隅で。
12907,コーヒーの染みが3つ
12908,華がたみ　花語り
12909,全自動ロボットが開発されました
12910,三つの願い
12911,Escape to reality
12912,カメラ
12913,げんとげん
12914,山羽に鴉あり
12915,猫
12916,どんぐりが実らない樫の木と「消えた家」　～私はアイテム　番外編～
12917,ロンメルとモントゴメリー、独英二人の将軍が乗った、エルアラメインで戦った９７式中戦車改造自走砲の覚書
12918,義体交換手術中毒
12919,境界守　番外編
12920,彼女と死体と部屋と俺
12921,歴史オタが武田勝頼になったら天下が取れるのか？
12922,白猫と勇者～はじまりの物語～
12923,闇い街の中で
12924,移動砲台ＫＯＺＡＫＵＲＡ
12925,ボッコボコちゃん
12926,最果ての辺獄
12927,エンドレス・ステアケース
12928,男湯露天風呂殺人
12929,俺の作ったゲームに転生したら殺意が高すぎる誰が作ったんだ
12930,記憶の商人
12931,攻撃力１００１０の槍使いが『通常攻撃』でカンストダメージを叩き出す！　-　ツンデレ幼馴染と金髪美少女と共に異世界ＭＭＯ冒険　-
12932,幕末期福岡藩に於ける天誅事件について～天誅斬奸くそたわけ～
12933,アフターガーデン
12934,婚約破棄現場から逃げ出して……か～ら～の～。
12935,ＮＩＧＨＴ　ＥＡＧＬＥ　ＤＥＩＴＹ２　ＣＨＡＰＴＥＲ１　目覚める魂
12936,感謝
12937,決して死なない（３）クローン
12938,ダンジョン・ニート・ダンジョン　～ダンジョン攻略でお金が稼げるようになったニートは有り余る時間でダンジョンに潜る～
12939,魔女とアニキ！　～ホワイトサイド～
12940,ノベル・プラネット
12941,異世界エクストリームエアセッション！ ～スキーで雪山下ったら可愛い女の子に知らない間に奴隷にされてて、第3王女を連れて国を脱出するハメになった件～
12942,伯爵令嬢が効率主義の権化になったら　－侯爵子息のお宅ざまぁ編－
12943,VR人間性
12944,レスポンス
12945,なんだこの生命体は？！
12946,Robowth「彼は成長の歩みを止めない」
12947,魔法剣士と隻眼の姫
12948,マドギワ戦記～左遷おっさん、スペースファンタジーで泥臭い陸戦をする～
12949,E・DAWN OF THE DEAD 魔導維新～それは、幕末という名のポスト・アポカリプス～
12950,堅牢すぎた金庫
12951,敵国転生
12952,理想的な配偶者
12953,KaMiNG SINGULARITY
12954,200文字で終わる推理小説
12955,破テンコウ
12956,人工無脳は少女を傷つけない
12957,風の戦士レイジ
12958,Ｍｙ Ｂｏｙ～そのサイボーグは心優しき暗殺者～
12959,果てのない世界で選んだ選択肢
12960,銃盾
12961,このゲームの住民は間違っている。
12962,ル ー プ
12963,しがみつき　
12964,ルークス～最後の希望～
12965,蒼穹の果てを思いながら
12966,『shadows』-1
12967,Shadows２(邂逅)
12968,shadows3(反撃)
12969,バーチャルダイバー(プロローグ)
12970,足りないものは
12971,君が代
12972,金の力で異世界最強になった俺は邪道と思う
12973,僕とばーちゃんと、時々彼女の島　～僕の穏やかな島暮らしが終末を迎えるまで～
12974,雷光の戦士ブリッツセーバー〜またの名を、百合に割り込む男絶対許さないマン！〜
12975,インド洋決戦1943
12976,愛のカタチ
12977,1day 三國志
12978,その生け贄、引き受けます！　～供物になりたい悪役令嬢～
12979,決戦！岩谷城～立花宗茂、西国無双への道～
12980,ぼろぼろの勇者を泊めてみた
12981,龍天に昇り虎涙す
12982,ブレイドスキル・オンライン ～じっきょーのつどい !!～ 
12983,異世界ダメンズ探偵
12984,リベリオン
12985,コロナが人をコロすのかナ？それとも・・・
12986,月色の瞳
12987,王子と結婚なんて、ごめんです！
12988,フクメイギャッキョウ『ゼロ』
12989,ＮＩＧＨＴ　ＥＡＧＬＥ　ＤＥＩＴＹ２　ＣＨＡＰＴＥＲ２　次なる神
12990,コロナ後の世界。小説家になろう編
12991,今からお前に決闘を挑む
12992,暴食オンライン～俺が引いたSSRが冷凍バナナだったんだが～
12993,人類ＶＳコロナ
12994,Excellent hope
12995,自走するベビーカー
12996,レッドハート・ガール
12997,日米蜜月
12998,地獄という名の狂気の世界
12999,　～女子高生が廃墟探索ＶＲＭＭＯで、とりあえず渋谷を目指します～
13000,風のおくりもの
13001,架空鉄道記。若江線と高島線。
13002,うきうき非世界転生ディストピア
13003,ペンギン達の楽園
13004,流氷と月光
13005,サイタマ・バーチャル・バトル！～サイタマを愛す者がバトルを制す～
13006,桃太郎の転生を自称して日本刀で鬼を斬りまくる妹に振り回されながら幼馴染とイチャコラする俺の明日はどっちだ！～鬼を討つ妹と時を超える物語～
13007,陸軍水雷戦隊
13008,検証結果
13009,クロシロ
13010,なぜ、積善老女は殺されねばならなかったか　探偵宇藤木海彦のケースブック③
13011,困ったこと
13012,女子校探偵ホームズ〜僕と彼女を繋ぐ三つの暗号〜
13013,逃亡令嬢は気付かぬうちに溺愛される 
13014,役立たずと勇者パーティーを追放された僕は、宇宙最強の追放者を決める『KOE＜King Of Exiles&gt;』への挑戦権を手に入れました。
13015,学生旅行記
13016,NPCの遺言
13017,ＡＩ病
13018,アラフォーおじさま、おーじさまになる　～宇宙船ごと異世界転移。ゲーム脳ＡＩと一緒に異世界ハードサバイバル～
13019,匿名のラブレター
13020,ＴＲＩＧＧＥＲ’ｚ［トリガー'ズ］　－砂塵に散るは神々の懺悔－
13021,宇宙軍第七機動部隊整備長の愚痴
13022,鏡の向こう
13023,ワルツ回廊の戦い
13024,証明
13025,副作用なし、対ウイルス新薬が完成した。
13026, 歴史は繰り返さない―悔い改めの城壁―
13027,現実世界でメモ帳アプリが使えるようになったら、緊急事態宣言が終息して彼女が出来ました 
13028,TuanPoker | Situs Daftar &amp; Login Link Alternatif Tuanpoker
13029,AillΩleadeA *Luciferia Lazward*
13030,死に損なったワルツ
13031,幻想探偵幻恭一郎〜僕の祖父は幻想世界の探偵なんです〜
13032,そうさ答えは風に舞ってるって
13033,人型自律戦闘兵器の話
13034,あゝ終演なり！終演なり！
13035,秋の扇　または発情期の鹿はいかにして笛を聞くのをやめて物思いにふけるようになったか
13036,夏の夕
13037,便り
13038,距離が近すぎですお姉さん!
13039,歴史修正主義列伝
13040,ＳＣＰ財団　ある研究員の手記にて～クマさんにはお友達いっぱい～
13041,匂う魔女
13042,オーバーキラー
13043,産婦人科　廃病院の医療器具　　　明治・大正～昭和初期　ころ　小夜物語第９１話　　
13044,カフェkidding  
13045,時間を売り買いする機械
13046,どっこいしょ、どっこいしょ。やっほい、愚民ども！
13047,ぼくたちの宿題
13048,ネガティブ彼女とネイティブ彼氏
13049,偽りの空を見ている
13050,信長様は甘過ぎます！
13051,とべるはず
13052,キレナイカの砂塵～チハのアフリカ奮闘記
13053,かくれんぼ
13054,マージナルヒーローズリプレイ　&quot;英雄の帰還&quot;
13055,独り遊戯
13056,付加価値
13057,アバターもえくぼ
13058,怪盗ナイトオウル、只今参上！
13059,小説　藤原千方・坂東の風
13060,反映ーreflectionー
13061,私（あなた）はロボット（人間）ですか？
13062,スタンディングアップ
13063,20××年 国内の旅
13064,２０２２年の教育システム
13065,待ちに待った大人気シリーズの初のフルダイブVRMMOが配信されたので遊び倒そうとしたがインストールがなかなか終わらず退屈なのでリークされた情報とか見ていたらインストールがようやく終わったのでプレイする
13066,恋×マスク×並行世界 ～マスクのお陰で知らないうちにアタシ（オレ）は佐藤センパイ（パイセン）に何度も告白するという大失態を犯していたらしい～
13067,桜花　砂上の城
13068,平和～愛する人との約束～
13069,ワイルドハント・アンダーグラウンド
13070,紅のオクルス
13071,これだからマスゴミは信用出来ない
13072,斎藤一～幕末の京～
13073,ロースト・ピグ２号室　事件Fyle２～血塗られたプリンの謎～
13074,君の手に触れただけで君の心の中が見えるなら？　僕は君の手に触れるのが怖い。
13075,ベランダの夕日
13076,門出
13077,ウアルス
13078,天王寺杜都の華麗なる中学生活～秋冬～
13079,幻影～イリュージョン～
13080,高校古文　宇治拾遺物語　翻訳
13081,100年休暇をもらったので地球を征服することにした
13082,1番の次は２番
13083,52Hzの蛹
13084,びよんどでぃすくりぷしょん
13085,山東半島戦線異状なし
13086,幸運な人？
13087,味覚パッドと激辛麻婆豆腐
13088,人間の幸福を第一に考えるロボットとお世話される人間たち
13089,宇宙漂流
13090,忘却の天井
13091,やっと終わる。
13092,追放された伯爵公子は、超文明の宇宙要塞を手に入れました。
13093,『西音寺尊とみことの物語』分室『スーパーコンピューター『富岳』対策本部』　～Humanitarianに説明つきません～
13094,世界の探索者
13095,その転生勇者、鉄オタにつき
13096,黄昏不可視
13097,平成の最後っ屁
13098,大きなCD
13099,名も無き花よ
13100,水銀と星々
13101,宇宙破片と叶わぬ恋
13102,滅んだ世界より愛を込めて
13103,剣と魔法・・・時々超能力
13104,犯行者の仮面（仮）
13105,正義の答えを求めよ
13106,箱庭九尾狐物語
13107,鎮魂歌
13108,「架空戦記：まぼろしのチハ車　まえがき」
13109,氷の魔女と炎龍帝　〜美味しいパテの作り方〜
13110,人工神の最適解
13111,私は絶対に異世界転生しない
13112,【WORLD CREATE】
13113,今夜、勇者とバーで。
13114,ソーシャル・ディスタンス
13115,飛将の軍師
13116,裁判長の名推理と新たなる謎
13117,自殺を愛した探偵
13118,〜15分完結推理〜僕はこの推理に心まで奪われる
13119,The Shroud
13120,バカが死んでしまう電波
13121,「Dream come true 羊が見る夢」ヘッドハンター矢吹悟郎シリーズ第1話
13122,「Trap or Treat～擬態の罠」　ヘッドハンター矢吹悟郎シリーズ第２話　
13123,姉から出された超難題。これは生卵？それともゆで卵？
13124,ミライエイゴウ
13125,時代劇ショートショート
13126,未来は二と三が入れ替わる。三が二になり二が三になる
13127,Finding the laws
13128,藤花の星
13129,終わる世界、始まるクロニクル　～災害指定され、追われの身となった僕がこの島から脱出するまでの記録～
13130,異世界アクション〜サクリファイスゲーム〜
13131,３つのボクと２つのワタシ
13132,コロナ・パニックは中国の陰謀だった？！
13133,最弱おっさん外れスキルでもギルドランクSSS級まで成り上がり！小さな島でほのぼのスローライフ冒険譚！
13134,讃岐坊戒空
13135,雷光　ハンニバル・バルカ
13136,ブラウン管の恋人？
13137,黒社会の子羊は白き世界を夢に見る。〜正義のマフィアの優しい改革物語〜
13138,偶然出会ったセーラー美少女がめちゃ強剣豪だった件
13139,21XX
13140,夢の浮橋
13141,最後の結末をどう見ますか？
13142,ネクタリスの英雄
13143,天翔けるは白銀の鷲　第四シリーズ（最終エピソード）
13144,完全反材
13145,異世界パラレルワールド奮戦記(魔法の世界へ)
13146,ロイヤルブルー　完全なる世界　「ロイヤルブルー／近未来、労働なき世界」の当初投稿のオリジナル版
13147,アマルガム
13148,仇討ち桃太郎
13149,短編小説【2100年】フィクション
13150,絵のある部屋
13151,雑兵
13152,創造主
13153,残された家族
13154,上意討ち十兵衛
13155,サブスク・ロイド
13156,短くて残酷な、偽物のお伽話
13157,初心者草原のスライムが強すぎる
13158,手を伸ばせ、サファイアの空。
13159,家族を殺された令嬢のお話
13160,大坂燃ゆ
13161,ＳＣＰ財団　ある研究員の手記にて～全てが生える木～
13162,コーヒーを飲む。
13163,逆算カッケー
13164,星の隙間
13165,楽園の果実を巡る小さな戦い
13166,味噌汁の味見をするのに全部飲む必要など無い
13167,幻獣召喚士２
13168,催眠アプリ
13169,《並 行 世 界》　の　存在と証明　Existence and proof of 《Ｐａｒａｌｌｅｌ　Ｗｏｒｌｄ》
13170,誰にも言わない
13171,最強魔王様は病弱だった！～溺愛された地味薬師の異世界医療改革～
13172,Massacre de la Saint-Barthélemy
13173,亡霊魔道士の拾い上げ花嫁
13174,意味がわかると怖い話①「私は犯人を知っている」
13175,見上げた空は機械油で滲む
13176,「学年一の美少女は、夜の方が凄かった」のボツネタ集とその他もろもろ
13177,赤線の現代人
13178,ボッチから始まる不死王＜～最強のスケルトン軍を目指して～＞
13179,ゾウのくすり
13180,ロウ戦記 a master called me a rou.
13181,マリンミラーフォースprelude
